73 2012 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 2 10153 18 2 1 1 1 1
127 2012 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 14961 18 3 2 1 2 1
111.3 2012 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 2 14376 18 2 2 1 2 1
39.75 2012 3 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 2 13837 18 1 1 1 1 1
33.96 2012 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 2 20466 18 1 0 1 1 1
72.9 2012 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 24143 18 2 2 1 1 1
40.17 2013 3 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 25841 18 1 0 1 1 1
44.4 2013 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 2 21397 18 1 1 1 1 1
40.72 2013 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 2 21857 18 1 0 1 1 1
40.17 2013 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 2 24347 18 1 0 1 1 1
40.72 2013 3 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 2 25786 18 1 1 1 1 1
40.72 2012 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 2 25786 18 1 1 1 1 1
40.17 2013 3 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 2 23600 18 1 1 1 1 1
88.12 2012 3 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 2 25625 18 2 2 1 1 1
40.17 2013 3 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 2 24895 18 1 1 1 1 1
127.69 2013 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 2 27411 18 3 2 1 2 1
107.02 2013 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 2 26538 18 2 2 1 2 1
40.17 2013 3 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 2 22779 18 1 1 1 1 1
127.69 2015 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 2 27395 18 3 2 1 2 1
40.17 2013 3 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 2 23575 18 1 0 1 1 1
39.75 2012 3 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 23095 18 1 0 1 1 1
177 2012 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 2 27684 51 3 2 1 4 1
135 2012 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 2 29334 32 3 2 1 2 1
